Provincia,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
CORDOBA,Simbolar,340,NO,NO,NO,NO,NO,NO,SI,NO,NO,-30.4752563998131,-63.9850395218446
CORDOBA,Sinsacate,1317,SI,NO,NO,SI,NO,SI,SI,SI,SI,-30.9428574787407,-64.0884974374818
CORDOBA,Villa del Totoral,8211,SI,NO,NO,SI,NO,SI,SI,SI,SI,-30.7038437425366,-64.0682991778579
CORDOBA,Cerro Colorado,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-30.096944,-63.931111
CORDOBA,Churqui Cañada,48,NO,NO,NO,NO,NO,NO,NO,NO,NO,-30.1681571983317,-63.9295889316832
CORDOBA,El Rodeo,134,NO,NO,NO,NO,NO,NO,NO,NO,NO,-30.176079345889,-63.8679636143828
CORDOBA,El Tuscal,79,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.7574368770199,-64.5298988550679
CATAMARCA,Recreo,11847,SI,NO,NO,NO,SI,SI,SI,SI,SI,-29.2768611237227,-65.0565641552447
CATAMARCA,San Antonio,1835,NO,NO,NO,NO,NO,SI,SI,SI,SI,-28.9331053161662,-65.0949655869377
CATAMARCA,Amadores,172,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.2680363798746,-65.6462108146466
CATAMARCA,El Rosario,110,NO,NO,NO,NO,NO,NO,NO,NO,NO,-27.9877541032226,-65.688606939529
CATAMARCA,La Bajada,97,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.3920524907261,-65.6282649899935
CATAMARCA,La Higuera,236,NO,NO,NO,NO,NO,NO,NO,NO,NO,-27.9352828616507,-65.699367489363
CATAMARCA,La Merced,1759,SI,NO,NO,NO,SI,SI,SI,NO,SI,-28.1537649054231,-65.6696062414473
CATAMARCA,La Viña,129,NO,NO,NO,NO,NO,SI,NO,NO,NO,-28.044445782746,-65.6079383578395
CATAMARCA,Las Lajas,136,NO,NO,NO,NO,SI,NO,NO,NO,NO,-27.826913357423,-65.7401079267206
CATAMARCA,Monte Potrero,186,NO,NO,NO,NO,NO,NO,NO,SI,SI,-28.19124607288,-65.670675013192
CATAMARCA,Palo Labrado,223,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.3360934480518,-65.6274299147885
CATAMARCA,San Antonio,266,NO,NO,NO,NO,SI,SI,NO,NO,NO,-28.0073083693979,-65.726850392729
CATAMARCA,Villa de Balcozna,210,NO,NO,NO,NO,NO,NO,NO,NO,SI,-27.87835755933,-65.7190758944755
CATAMARCA,Apoyaco,76,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.3006337911705,-66.1659791753183
CATAMARCA,Colana,478,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.3432877302321,-66.1222559102194
CATAMARCA,Colpes,774,NO,NO,NO,NO,NO,SI,NO,NO,NO,-28.0606503909839,-66.2065039006705
CATAMARCA,El Pajonal (Est. Pomán),590,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.3773148491306,-66.3017092655099
CATAMARCA,Joyango,53,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.0731019653889,-66.1435569766782
CATAMARCA,Mutquin,1075,NO,NO,NO,NO,SI,NO,NO,NO,NO,-28.3178455729042,-66.1420642866296
CATAMARCA,Pomán,2856,NO,NO,NO,NO,SI,NO,SI,SI,SI,-28.3927801149204,-66.2220823999264
CATAMARCA,Rincón,523,NO,NO,NO,NO,NO,NO,SI,NO,SI,-28.2022631098293,-66.148799132888
CATAMARCA,San Miguel,413,NO,NO,NO,NO,NO,SI,NO,NO,NO,-28.1297413013666,-66.2019565174868
BUENOS AIRES,Adrogué,30271,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.8015580737331,-58.3914677191541
BUENOS AIRES,Burzaco,92223,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.8315415891783,-58.3986874871405
BUENOS AIRES,Claypole,44098,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.8044759080477,-58.3447825531042
BUENOS AIRES,Don Orione,46366,NO,SI,NO,SI,NO,SI,NO,SI,SI,-34.8210751643113,-58.3447457989957
BUENOS AIRES,Glew,61985,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.8860114180413,-58.3818301842512
BUENOS AIRES,Jose Mármol,43494,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.7851442510713,-58.3681475603787
BUENOS AIRES,Arana,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-35.0300556104917,-57.8865250010855
BUENOS AIRES,Arturo Segui,0,NO,SI,NO,NO,NO,NO,NO,SI,SI,-34.8907397135389,-58.132711650613
BUENOS AIRES,Barrio El Carmen Oeste,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-34.9707544223488,-57.8108950283044
BUENOS AIRES,Barrio El Peligro,0,SI,NO,NO,NO,NO,NO,SI,SI,SI,-34.933333,-58.166667
BUENOS AIRES,Barrio Gambier,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,-34.9359594527479,-57.9837630521994
BUENOS AIRES,Barrio Las Malvinas,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.9374880163466,-58.0093954169858
BUENOS AIRES,Barrio Las Quintas,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,-34.9257210987549,-58.0393403036748
BUENOS AIRES,City Bell,0,NO,SI,NO,SI,NO,SI,NO,SI,SI,-34.8879382744371,-58.0582328038691
BUENOS AIRES,Country Club El Rodeo,262,NO,NO,NO,NO,NO,NO,NO,SI,SI,-35.0794688053886,-58.1393275732941
BUENOS AIRES,El Retiro,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,-34.9476175562489,-57.9957432212034
BUENOS AIRES,Esquina Negra,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,-35.038806066743,-58.0593061620077
BUENOS AIRES,Ignacio Correas,108,NO,NO,NO,NO,NO,SI,NO,NO,NO,-35.0345600341406,-57.8440249586726
BUENOS AIRES,Joaquin Gorina,0,NO,SI,NO,NO,NO,NO,NO,SI,SI,-34.9017817335757,-58.039185928571
BUENOS AIRES,Jose Hernandez,0,NO,SI,NO,NO,NO,NO,NO,SI,SI,-34.8985896635727,-58.0143972026636
BUENOS AIRES,Jose Melchor Romero,0,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.9455092438623,-58.0362904746611
BUENOS AIRES,La Cumbre,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,-34.9235917717359,-58.0019478733944
LA PAMPA,Ingeniero Foster,52,NO,NO,NO,NO,NO,NO,NO,NO,NO,-35.7014889174834,-65.1025535202338
LA PAMPA,La Maruja,1168,NO,SI,NO,NO,SI,NO,SI,NO,NO,-35.671688678266,-64.940569826581
FORMOSA,Pirané,20335,NO,NO,NO,SI,SI,SI,NO,SI,SI,-25.7306417902346,-59.1075205904775
FORMOSA,Villa Kilómetro 213,4675,NO,NO,NO,NO,NO,SI,SI,NO,SI,-26.1864626491659,-59.3683950578867
FORMOSA,El Potrillo,3371,NO,NO,NO,NO,NO,SI,NO,NO,NO,-23.1607663192891,-62.0107787024286
FORMOSA,El Quebracho,415,NO,NO,NO,NO,NO,SI,NO,NO,NO,-23.3394869143818,-61.8734659544108
FORMOSA,General Mosconi,1902,NO,NO,NO,SI,SI,SI,SI,NO,NO,-23.1827186246626,-62.304068544241
JUJUY,Abdón Castro Tolay,279,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.3386411031225,-66.0901432282825
JUJUY,Abra Pampa,8705,NO,NO,NO,NO,SI,SI,SI,NO,SI,-22.7215697648051,-65.6932137518832
JUJUY,Abralaite,56,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.1538168323179,-65.7853351958793
JUJUY,Agua de Castilla,96,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.2161107288132,-65.8126832832967
JUJUY,Casabindo,118,NO,NO,NO,NO,NO,NO,NO,NO,NO,-22.9439052333036,-66.0287330395054
JUJUY,Cochinoca,67,NO,NO,NO,NO,NO,NO,NO,NO,NO,-22.7419005409313,-65.897292507348
JUJUY,La Redonda,45,NO,NO,NO,NO,NO,NO,NO,NO,NO,-22.5289792213782,-65.5227806528915
JUJUY,Puesto del Marquéz,255,NO,NO,NO,SI,NO,NO,NO,NO,SI,-22.5351797700612,-65.6988399422374
JUJUY,Quebraleña,53,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.2858702882652,-65.7700882487411
JUJUY,Quera,34,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.1008393564743,-65.7628638580427
JUJUY,Rinconadillas,189,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.2886643513195,-65.9412335357817
JUJUY,San Francisco de Alfarcito,169,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.2753025226875,-65.9463804620407
JUJUY,Santa Ana de la Puna,41,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.1466006001565,-66.0321033317768
JUJUY,Santuario de Tres Pozos,152,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.5155069556653,-65.9476128685398
JUJUY,Tambillos,122,NO,NO,NO,NO,NO,NO,NO,NO,NO,-22.8895749670499,-65.9630137674565
JUJUY,Tusaquillas,134,NO,NO,NO,NO,NO,NO,NO,NO,NO,-23.1709455394342,-65.9732427949322
JUJUY,Dr. Manuel Belgrano,82,NO,NO,NO,NO,NO,SI,NO,NO,NO,-23.9482980868379,-65.2984613199784
JUJUY,Guerrero,518,SI,SI,NO,SI,NO,NO,SI,SI,SI,-24.1861828032769,-65.444631251669
BUENOS AIRES,Villa Ballester,36272,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.5422846822324,-58.5583177179822
BUENOS AIRES,Villa Bernardo Monteagudo,8519,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5905899097986,-58.5396606594168
BUENOS AIRES,Villa Chacabuco,5179,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5796744853293,-58.523036970803
BUENOS AIRES,Villa Coronel Jose M. Zapiola,22369,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5595169115142,-58.5772769308184
BUENOS AIRES,Villa General Antonio J. De Sucre,6311,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5470506011052,-58.5694391894093
BUENOS AIRES,Villa General Eugenio Necochea,29982,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.51253320696,-58.5801478288493
BUENOS AIRES,Villa General Jose Tomas Guido,18828,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.553116323608,-58.5669976603922
BUENOS AIRES,Villa General Juan G. Las Heras,11866,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5612567076697,-58.5553936643491
BUENOS AIRES,Villa Godoy Cruz,6116,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5433989252454,-58.5755928423118
BUENOS AIRES,Villa Granaderos De San Martín,21113,NO,SI,NO,SI,NO,SI,NO,SI,SI,-34.5507646909435,-58.5284854572959
BUENOS AIRES,Villa Gregoria Matorras,16376,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5383846467918,-58.5491721010066
BUENOS AIRES,Remedios Escalada De San Martin,82576,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.723808815713,-58.397669711018
BUENOS AIRES,Valentín Alsina,41716,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.672035526127,-58.4134851675076
BUENOS AIRES,Laprida,8840,SI,SI,NO,SI,NO,NO,SI,SI,SI,-37.5467976434903,-60.7970535965801
BUENOS AIRES,Pueblo Nuevo,36,NO,NO,NO,NO,NO,SI,NO,NO,NO,-37.3263227,-60.9098409
BUENOS AIRES,Pueblo San Jorge,248,NO,NO,NO,NO,NO,SI,SI,NO,NO,-37.2298626892886,-60.9621658450441
BUENOS AIRES,Coronel Boerr,15,NO,NO,NO,NO,NO,SI,NO,NO,NO,-35.9414440334215,-59.0693547287839
BUENOS AIRES,El Trigo,43,NO,NO,NO,NO,NO,SI,NO,NO,NO,-35.8815483511482,-59.4063369903389
BUENOS AIRES,Las Flores,21455,SI,NO,NO,SI,SI,SI,SI,SI,SI,-36.0154969145348,-59.1004659218434
BUENOS AIRES,Pardo,159,NO,NO,NO,NO,NO,SI,NO,SI,SI,-36.2437580460508,-59.3662916338311
BUENOS AIRES,Alberdi Viejo,318,SI,NO,NO,NO,NO,SI,NO,SI,SI,-34.4418003349,-61.8448787838164
BUENOS AIRES,El Dorado,318,NO,NO,NO,NO,SI,SI,SI,NO,NO,-34.6528608747523,-61.5829085058874
BUENOS AIRES,Fortín Acha,103,NO,NO,NO,NO,NO,SI,NO,NO,NO,-34.3430420274499,-61.5156655267073
FORMOSA,Clorinda,52837,SI,SI,NO,SI,SI,SI,SI,SI,SI,-25.2921612747741,-57.7178091082588
FORMOSA,Laguna Blanca,7411,SI,NO,NO,SI,NO,SI,SI,SI,SI,-25.1302522059542,-58.2458430258241
FORMOSA,Laguna Naick-Neck,2479,SI,NO,NO,NO,SI,SI,SI,NO,SI,-25.2193910506962,-58.1230791260523
FORMOSA,Palma Sola,212,NO,NO,NO,NO,NO,SI,NO,NO,SI,-25.2475512345955,-57.9768403788083
FORMOSA,Puerto Pilcomayo,669,NO,NO,NO,NO,NO,SI,NO,NO,NO,-25.3688131700972,-57.6524943008573
FORMOSA,Riacho He-He,4304,NO,NO,NO,SI,NO,SI,SI,SI,SI,-25.3617117019838,-58.2782518825352
FORMOSA,Riacho Negro,720,NO,NO,NO,NO,NO,SI,NO,NO,SI,-25.4224320225992,-57.7914545139812
FORMOSA,Siete Palmas,863,SI,NO,NO,SI,NO,SI,SI,NO,SI,-25.2015076619063,-58.330676377416
FORMOSA,Colonia Campo Villafañe,4494,NO,NO,NO,SI,NO,SI,SI,NO,SI,-26.2048681517277,-59.0780331803401
FORMOSA,El Colorado,14228,SI,NO,NO,NO,SI,SI,NO,NO,SI,-26.3117354640006,-59.3684434678409
FORMOSA,Palo Santo,6379,NO,SI,NO,NO,SI,SI,SI,SI,SI,-25.5639063797961,-59.3360059836081
LA PAMPA,Parera,2030,NO,NO,NO,SI,SI,SI,SI,SI,SI,-35.1462930750947,-64.5006491231723
LA PAMPA,Pichi Huinca,228,NO,NO,NO,SI,NO,NO,SI,NO,NO,-35.6473423932767,-64.7695280662632
LA PAMPA,Quetrequén,392,NO,NO,NO,SI,SI,SI,SI,NO,NO,-35.0548439319726,-64.5213693396743
LA PAMPA,Rancul,3322,NO,NO,NO,SI,SI,SI,SI,NO,SI,-35.0661985558406,-64.683114985952
LA PAMPA,Adolfo Van Praet,279,NO,SI,NO,NO,SI,NO,SI,NO,NO,-35.0179130302315,-64.035117861781
LA PAMPA,Alta Italia,1350,NO,NO,NO,NO,SI,SI,SI,NO,NO,-35.3338595551664,-64.1182405361085
LA PAMPA,Damián Maisonave (Est. Simson),300,NO,NO,NO,SI,NO,SI,SI,NO,NO,-35.0415558502239,-64.3847126106129
LA PAMPA,Embajador Martini,1336,SI,NO,NO,SI,SI,NO,SI,NO,SI,-35.3861854808904,-64.2836857257322
LA PAMPA,Falucho,177,NO,NO,NO,NO,SI,SI,SI,NO,NO,-35.1890814426625,-64.1038732251149
LA PAMPA,Ingeniero Luiggi,4659,NO,NO,NO,SI,SI,SI,SI,SI,SI,-35.3837504384968,-64.4685685991593
LA PAMPA,Ojeda,70,NO,NO,NO,NO,NO,SI,NO,NO,NO,-35.3068277686526,-64.0054725550363
LA PAMPA,Realicó,7343,SI,NO,SI,SI,SI,SI,SI,SI,SI,-35.0368857536117,-64.2454209673953
LA PAMPA,Cachirulo,40,NO,NO,NO,NO,NO,NO,NO,SI,SI,-36.7473961516096,-64.3673907018325
BUENOS AIRES,La Violeta,1041,NO,NO,NO,NO,SI,NO,SI,SI,SI,-33.7347851403163,-60.1701773086428
BUENOS AIRES,Manuel Ocampo,1078,SI,NO,NO,NO,NO,NO,SI,SI,SI,-33.7647232673599,-60.6492429333859
BUENOS AIRES,Mariano Benítez,168,NO,NO,NO,NO,NO,NO,SI,NO,NO,-33.7090270411103,-60.5842599045876
BUENOS AIRES,Mariano H. Alfonzo (Est. San Patricio),993,NO,NO,NO,NO,SI,NO,NO,SI,SI,-33.9149979004605,-60.8383550657724
BUENOS AIRES,Pergamino,91399,SI,SI,SI,SI,SI,SI,SI,SI,SI,-33.8949900563191,-60.5716400794952
BUENOS AIRES,Pinzón,393,NO,NO,NO,NO,NO,SI,NO,NO,NO,-33.9947211174052,-60.7316480040989
BUENOS AIRES,Rancagua,695,SI,NO,NO,SI,NO,NO,SI,NO,SI,-34.0303722475767,-60.5042327001336
BUENOS AIRES,Villa Angélica (Est. El Socorro),1144,NO,NO,NO,NO,NO,NO,NO,SI,SI,-33.6647037443081,-60.7084372635626
BUENOS AIRES,Villa San José,145,SI,NO,NO,NO,NO,NO,SI,NO,NO,-34.0906695795004,-60.4162716627136
BUENOS AIRES,Casalins,66,NO,NO,NO,NO,NO,SI,NO,SI,NO,-36.3181419923689,-58.5525025522873
BUENOS AIRES,Pila,2502,NO,NO,SI,SI,NO,SI,SI,SI,SI,-36.0014746137723,-58.1427778873885
BUENOS AIRES,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),0,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.4220055807037,-58.9528378824193
BUENOS AIRES,Club de Campo Larena - Los Quinchos,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,-34.3911412682883,-59.0007332098308
BUENOS AIRES,Country Club El Jagüel,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.4,-59.0219
LA RIOJA,Aimogasta,12249,SI,SI,NO,SI,SI,SI,SI,SI,SI,-28.5589898446523,-66.8272851017638
LA RIOJA,Arauco,852,NO,NO,NO,NO,SI,SI,NO,NO,NO,-28.5834031870202,-66.8036412937626
LA RIOJA,Bañado de los Pantanos,534,NO,NO,NO,NO,NO,SI,NO,NO,NO,-28.3871788034279,-66.8369122348367
LA RIOJA,Estación Mazán,407,NO,NO,NO,NO,SI,SI,NO,NO,SI,-28.6648262993633,-66.5166195609666
LA RIOJA,Machigasta,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,-28.5410843774809,-66.8070296105313
LA RIOJA,San Antonio,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,-28.5553801376497,-66.8013856528183
LA RIOJA,Termas de Santa Teresita,124,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.591774966521,-66.5563885931113
LA RIOJA,Villa Mazán,1090,NO,NO,NO,NO,NO,SI,SI,NO,NO,-28.6586281834455,-66.5552758852995
LA RIOJA,La Rioja,178872,SI,SI,SI,SI,SI,SI,SI,SI,SI,-29.4217827668094,-66.856675379963
LA RIOJA,Aminga,833,NO,SI,NO,SI,NO,SI,SI,NO,NO,-28.8554609845772,-66.9376617661779
LA RIOJA,Anillaco,1573,NO,SI,NO,SI,SI,NO,SI,NO,SI,-28.8155900262519,-66.9439245714904
LA RIOJA,Anjullón,418,NO,SI,NO,SI,NO,SI,SI,NO,NO,-28.7272509428901,-66.9328944677286
LA RIOJA,Chuquis,236,NO,SI,NO,NO,NO,NO,NO,NO,NO,-28.8979801822511,-66.9765194957537
LA RIOJA,Los Molinos,244,NO,SI,NO,NO,NO,SI,NO,NO,NO,-28.7544152281739,-66.9389202939919
LA RIOJA,Pinchas,390,NO,SI,NO,NO,NO,SI,NO,NO,NO,-28.9370760269909,-66.9665171496043
LA RIOJA,San Pedro,298,NO,SI,NO,NO,NO,SI,SI,NO,NO,-28.6697090457958,-66.9281338379098
CABA,RETIRO,65413,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.5884243429366,-58.3759359131827
CATAMARCA,El Hueco,0,NO,NO,NO,SI,NO,NO,NO,SI,NO,-28.4127884506849,-65.7175369854892
CATAMARCA,La Carrera,0,NO,NO,NO,NO,SI,NO,NO,NO,NO,-28.3495576813874,-65.7091195877043
CATAMARCA,La Falda De San Antonio,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-28.4198487342191,-65.6988377960377
CATAMARCA,La Tercena,0,NO,NO,NO,NO,NO,SI,NO,SI,NO,-28.3734473479931,-65.7081292515981
CATAMARCA,Pomancillo Este,247,NO,NO,NO,NO,NO,NO,SI,NO,NO,-28.3087173740113,-65.7222098439933
CATAMARCA,Pomancillo Oeste,254,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.3178432457188,-65.7423447192215
CATAMARCA,San Antonio,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,-28.4237766788262,-65.7062134320732
CATAMARCA,San José,10242,NO,NO,NO,NO,NO,NO,NO,SI,SI,-28.3887321458271,-65.7062701247999
CATAMARCA,Villa Las Pirquitas,740,NO,NO,NO,NO,SI,NO,NO,NO,SI,-28.2754665210832,-65.733431477509
CATAMARCA,Casa de Piedra,251,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.649289010725,-65.5171151597056
CABA,SAN NICOLAS,29273,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.6036683192305,-58.3805143256131
CATAMARCA,El Aybal,68,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.1066140404485,-65.339695207396
CATAMARCA,El Bañado,123,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.1832354089391,-65.4161459216901
CATAMARCA,El Divisadero,70,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.1937184157281,-65.4233403523442
CATAMARCA,El Quimilo,63,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.9534214435134,-65.3926406151323
CATAMARCA,Esquiú,1019,NO,NO,NO,NO,NO,NO,NO,SI,SI,-29.3790661944991,-65.2898287859815
CATAMARCA,Icaño,2104,NO,NO,NO,NO,SI,NO,SI,SI,SI,-28.9308886124085,-65.2902158081112
CATAMARCA,La Dorada,218,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.2804387843954,-65.4766321943102
CATAMARCA,La Guardia,493,NO,NO,NO,NO,NO,NO,NO,NO,SI,-29.5496731497758,-65.4504857993817
CATAMARCA,Las Esquinas,136,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.7644628061471,-65.1120210167305
CATAMARCA,Las Palmitas,126,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.6402396947153,-64.9870716926629
CATAMARCA,Quirós,1156,NO,NO,NO,NO,NO,SI,SI,NO,SI,-28.7883056058069,-65.1007302335708
CATAMARCA,Ramblones,68,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.1582844511715,-65.374945475853
BUENOS AIRES,Villa Elisa,0,NO,SI,NO,SI,NO,SI,NO,SI,SI,-34.8776205187118,-58.0907139194439
BUENOS AIRES,Villa Elvira,0,NO,SI,NO,SI,NO,SI,NO,SI,SI,-34.9406437624757,-57.9214984675578
BUENOS AIRES,Villa Garibaldi,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,-34.9986517196678,-57.8404966243711
BUENOS AIRES,Villa Montoro,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,-34.9634490535296,-57.9025001308298
BUENOS AIRES,Villa Parque Sicardi,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,-34.9830288461923,-57.8674653074052
BUENOS AIRES,Gerli,33704,SI,SI,SI,SI,NO,NO,SI,SI,SI,-34.6909571502715,-58.3838628492162
BUENOS AIRES,Lanús Este,55952,SI,SI,SI,SI,SI,NO,SI,SI,SI,-34.7108609216651,-58.3725047463731
BUENOS AIRES,Lanús Oeste,159094,NO,SI,SI,SI,NO,SI,NO,SI,SI,-34.6957815314992,-58.416253274019
BUENOS AIRES,Monte Chingolo,86220,SI,SI,SI,SI,NO,NO,SI,SI,SI,-34.7302098940207,-58.3561741850066
LA PAMPA,Naicó,3,NO,NO,NO,NO,NO,NO,NO,NO,NO,-36.9283865222889,-64.3952508587586
BUENOS AIRES,Longchamps,51001,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.8609450255718,-58.3891476922426
BUENOS AIRES,Malvinas Argentinas,25844,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.8189583169642,-58.4235610606239
BUENOS AIRES,Ministro Rivadavia,17928,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.8556895005541,-58.3616465427911
BUENOS AIRES,Rafael Calzada,60422,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.7911367513318,-58.350598184222
BUENOS AIRES,San Francisco Solano,30355,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.7866743578473,-58.3219363521574
BUENOS AIRES,San Jose,48151,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.7673771924196,-58.3432771404358
CATAMARCA,Puerta de San José,277,NO,NO,NO,NO,NO,NO,NO,NO,NO,-27.5397412070942,-67.0153310519752
CATAMARCA,Villa Vil,481,NO,NO,NO,NO,NO,NO,NO,NO,NO,-27.0710806751114,-66.8307696967369
CATAMARCA,Adolfo E. Carranza,32,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.0269775235925,-65.9719315369666
CATAMARCA,Balde de la Punta,116,NO,NO,NO,NO,NO,NO,NO,NO,NO,-29.5589484234071,-65.5807240749041
BUENOS AIRES,Villa José León Suarez,16173,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.5253711653351,-58.5802550661988
BUENOS AIRES,Villa Juan Martín De Pueyrredon,18082,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5474839124216,-58.5750972559389
BUENOS AIRES,Villa Libertad,14404,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5846960052521,-58.5623334028073
BUENOS AIRES,Villa Lynch,4097,SI,SI,NO,SI,NO,NO,SI,SI,SI,-34.590146441043,-58.5234377223288
BUENOS AIRES,Villa Maipu,25120,SI,SI,NO,SI,NO,SI,NO,SI,SI,-34.5682131696117,-58.5245451491949
BUENOS AIRES,Villa Marqués Alejandro María De Aguado,13440,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5551356608044,-58.5383771255925
BUENOS AIRES,Villa Parque Pres Figueroa Alcorta,3762,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5939487574993,-58.5321739553925
BUENOS AIRES,Villa Parque San Lorenzo,4567,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5618730613851,-58.5336624494541
BUENOS AIRES,Villa San Andrés,10018,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.5659932905453,-58.5448069225448
BUENOS AIRES,Villa Yapeyú,3654,NO,SI,NO,SI,NO,NO,NO,SI,SI,-34.5716953020123,-58.5491073994839
BUENOS AIRES,Del Viso,41437,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.4494009456502,-58.8009119728306
BUENOS AIRES,Fátima,4923,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.4072575836787,-58.974691291144
BUENOS AIRES,La Lonja,12451,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.4448149403448,-58.8393730861805
BUENOS AIRES,Los Cachorros,9009,NO,SI,NO,NO,NO,NO,NO,SI,SI,-34.4250028270043,-58.7950003996087
BUENOS AIRES,Manzanares,4379,NO,NO,NO,NO,NO,SI,NO,SI,SI,-34.452630932571,-59.0136606624887
BUENOS AIRES,Manzone,1970,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.5287308766458,-58.8775995091498
BUENOS AIRES,Maquinista F. Savio (oeste),12240,NO,NO,NO,NO,NO,SI,NO,SI,SI,-34.4106172547359,-58.7821701089412
BUENOS AIRES,Pilar,86158,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.4663318396358,-58.9227197887079
BUENOS AIRES,Arrecifes,26400,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.064591121211,-60.1025564443537
